Position,Artist Name,Song Name,Days Song Released,Top 10 (xTimes),Peak Position,Number of times in Peak Position,Peak Streams,Total Streams,Total of all streams,Percentage of Total streams,,,
6033,Mark Ronson ,Uptown Funk  Trinidad James Remix,5,0,16,0,340209,1333880,2.02936E+11,0.000657291,,,
6034,Eminem ,Arose,5,0,78,0,379642,1333717,2.02936E+11,0.000657211,,,
6035,6LACK ,Unfair,5,0,75,0,386148,1331833,2.02936E+11,0.000656282,,,
6036,21 Savage ,pad lock,3,0,61,0,559597,1331279,2.02936E+11,0.000656009,,,
6037,Joni Mitchell ,River,3,0,115,0,584524,1330005,2.02936E+11,0.000655382,,,
6038,Anuel AA ,Así Soy Yo,5,0,90,0,334138,1329957,2.02936E+11,0.000655358,,,
6039,Cobra Starship ,Never Been In Love,22,0,114,0,71206,1328923,2.02936E+11,0.000654848,,,
6040,Beyoncé ,Freedom,4,0,58,0,455120,1328745,2.02936E+11,0.000654761,,,
6041,Priory ,Weekend,22,0,139,0,69264,1328201,2.02936E+11,0.000654493,,,
6042,Future ,Three,5,0,59,0,427883,1326646,2.02936E+11,0.000653726,,,
6043,Taylor Swift ,Dress,6,0,128,0,243182,1326554,2.02936E+11,0.000653681,,,
6044,Ariana Grande ,Moonlight,8,0,105,0,201961,1326130,2.02936E+11,0.000653472,,,
6045,Eslabon Armado ,Dame Tu Calor,4,0,47,0,535766,1325998,2.02936E+11,0.000653407,,,
6046,Summer Walker ,Circus,4,0,28,0,550343,1325522,2.02936E+11,0.000653173,,,
6047,A$AP Rocky ,Lost and Found Freestyle 2019,4,0,22,0,531663,1324950,2.02936E+11,0.000652891,,,
6048,Taylor Swift ,New Year’s Day,6,0,126,0,244026,1324496,2.02936E+11,0.000652667,,,
6049,Andy Grammer ,"Don't Give Up On Me  (From ""Five Feet Apart"")",6,0,168,0,234916,1324427,2.02936E+11,0.000652633,,,
6050,Tame Impala ,Tomorrow's Dust,4,0,77,0,494648,1324154,2.02936E+11,0.000652498,,,
6051,Juicy J ,Neighbor,5,0,117,0,358212,1323176,2.02936E+11,0.000652017,,,
6052,Linkin Park ,One Step Closer,5,0,49,0,488316,1321091,2.02936E+11,0.000650989,,,
6053,Twenty One Pilots ,Leave The City,5,0,113,0,371079,1320131,2.02936E+11,0.000650516,,,
6054,Polo G ,I Know,5,0,95,0,359408,1320081,2.02936E+11,0.000650491,,,
6055,Paramore ,Told You So,6,0,107,0,295851,1320042,2.02936E+11,0.000650472,,,
6056,Lil Tecca ,MONEY ON ME,5,0,70,0,366172,1318702,2.02936E+11,0.000649812,,,
6057,Megan Thee Stallion ,Ungrateful,5,0,91,0,315050,1317478,2.02936E+11,0.000649209,,,
6058,Megan Thee Stallion ,Do It On The Tip,4,0,39,0,506346,1317062,2.02936E+11,0.000649004,,,
6059,Train ,Shake up Christmas,4,0,152,0,364933,1316621,2.02936E+11,0.000648786,,,
6060,John Mayer ,Moving On and Getting Over,6,0,52,0,339095,1313482,2.02936E+11,0.00064724,,,
6061,Lovejoy ,Taunt,5,0,75,0,307609,1313243,2.02936E+11,0.000647122,,,
6062,Taylor Swift ,King Of My Heart,6,0,136,0,239493,1312488,2.02936E+11,0.00064675,,,
6063,Rich The Kid ,Stuck Together,4,0,79,0,459742,1311607,2.02936E+11,0.000646316,,,
6064,Sech ,Te Acuerdas,5,0,102,0,284160,1311224,2.02936E+11,0.000646127,,,
6065,Ariana Grande ,Just Look Up (From Don’t Look Up),4,0,45,0,516001,1310138,2.02936E+11,0.000645592,,,
6066,Nicki Minaj ,Pills N Potions,20,0,121,0,88799,1308996,2.02936E+11,0.000645029,,,
6067,Sadie Jean ,WYD Now?,5,0,139,0,299804,1307357,2.02936E+11,0.000644221,,,
6068,Nas ,everything,4,0,56,0,424707,1306915,2.02936E+11,0.000644004,,,
6069,Lewis Capaldi ,Forget Me,5,0,97,0,328186,1305832,2.02936E+11,0.00064347,,,
6070,Rex Orange County ,Face To Face,5,0,71,0,401771,1304505,2.02936E+11,0.000642816,,,
6071,Gunna ,flooded,4,0,50,0,505695,1303714,2.02936E+11,0.000642426,,,
6072,John Mayer ,Shouldn't Matter but It Does,4,0,43,0,574028,1302956,2.02936E+11,0.000642053,,,
6073,Doja Cat ,Celebrity Skin,4,0,42,0,458937,1301517,2.02936E+11,0.000641344,,,
6074,Dustin Lynch ,I'd Be Jealous Too,6,0,149,0,242575,1300734,2.02936E+11,0.000640958,,,
6075,Frank Ocean ,Self Control,9,0,128,0,175487,1299832,2.02936E+11,0.000640513,,,
6076,Young Thug ,On The Run,4,0,73,0,362009,1298531,2.02936E+11,0.000639872,,,
6077,Machine Gun Kelly ,born with horns,4,0,17,0,539242,1298323,2.02936E+11,0.00063977,,,
6078,Future ,WHEN I THINK ABOUT IT,4,0,71,0,425290,1297445,2.02936E+11,0.000639337,,,
6079,Pyotr Ilyich Tchaikovsky ,"The Nutcracker, Op. 71: Act II Tableau 3: Variation 2: Dance of the SugarPlum Fairy",3,0,110,0,519780,1297070,2.02936E+11,0.000639152,,,
6080,Colbie Caillat ,Try,25,0,152,0,58079,1295843,2.02936E+11,0.000638548,,,
6081,YoungBoy Never Broke Again ,Vette Motors,5,0,92,0,323219,1295615,2.02936E+11,0.000638435,,,
6082,PnB Rock ,Lovin',6,0,125,0,251740,1293472,2.02936E+11,0.000637379,,,
6083,Only The Family ,Hellcats & Trackhawks,6,0,138,0,231246,1292712,2.02936E+11,0.000637005,,,
6084,ScHoolboy Q ,Gang Gang,4,0,37,0,540287,1292270,2.02936E+11,0.000636787,,,
6085,21 Savage ,good day,3,0,64,0,553470,1291981,2.02936E+11,0.000636645,,,
6086,Lady Gaga ,Chromatica I,3,0,21,0,728837,1290980,2.02936E+11,0.000636151,,,
6087,Young Thug ,Gangster Shit,11,0,164,0,123279,1290650,2.02936E+11,0.000635989,,,
6088,Ski Mask The Slump God ,ADMIT IT,4,0,61,0,514147,1290547,2.02936E+11,0.000635938,,,
6089,John Mayer ,Wild Blue,4,0,49,0,533306,1289742,2.02936E+11,0.000635541,,,
6090,Pooh Shiesty ,Switch it Up,5,0,113,0,294141,1289721,2.02936E+11,0.000635531,,,
6091,Russ ,GUESS WHAT,4,0,56,0,484330,1289673,2.02936E+11,0.000635507,,,
6092,Fall Out Boy ,Young And Menace,6,0,92,0,319642,1288501,2.02936E+11,0.00063493,,,
6093,Logic ,Vaccine,4,0,48,0,453232,1288024,2.02936E+11,0.000634695,,,
6094,Kygo ,ID  Ultra Music Festival Anthem,15,0,63,0,149615,1287841,2.02936E+11,0.000634605,,,
6095,YoungBoy Never Broke Again ,Fine By Time,4,0,69,0,442595,1287806,2.02936E+11,0.000634587,,,
6096,Pitbull ,Drive You Crazy,20,0,111,0,79548,1287540,2.02936E+11,0.000634456,,,
6097,Trippie Redd ,So Alive,5,0,86,0,421768,1287407,2.02936E+11,0.000634391,,,
6098,Nicki Minaj ,Hard White,5,0,94,0,343234,1287393,2.02936E+11,0.000634384,,,
6099,Calvin Harris ,Nuh Ready Nuh Ready,5,0,73,0,405972,1286992,2.02936E+11,0.000634186,,,
6100,Eminem ,Stan,5,0,114,0,280639,1286083,2.02936E+11,0.000633738,,,
6101,"Tyler, The Creator ",November,6,0,107,0,309406,1285895,2.02936E+11,0.000633646,,,
6102,6LACK ,Let Her Go,5,0,96,0,339289,1285401,2.02936E+11,0.000633402,,,
6103,Logic ,Thank You (ft. Lucy Rose & The RattPack),3,0,49,0,733562,1284164,2.02936E+11,0.000632793,,,
6104,$uicideboy$ ,$uicideboy$ Were Better In 2015,5,0,87,0,335386,1283855,2.02936E+11,0.00063264,,,
6105,Drake ,Girls Love Beyoncé,4,0,47,0,506097,1283574,2.02936E+11,0.000632502,,,
6106,Logic ,Wannabe,4,0,42,0,554262,1282807,2.02936E+11,0.000632124,,,
6107,Tate McRae ,what would you do?,4,0,88,0,412168,1281897,2.02936E+11,0.000631676,,,
6108,Lana Del Rey ,White Dress,4,0,39,0,520475,1281642,2.02936E+11,0.00063155,,,
6109,BROCKHAMPTON ,BANKROLL,4,0,58,0,539360,1281273,2.02936E+11,0.000631368,,,
6110,Justin Timberlake ,Morning Light,5,0,78,0,382344,1278378,2.02936E+11,0.000629942,,,
6111,One Direction ,Ready to Run,16,0,56,0,127809,1278271,2.02936E+11,0.000629889,,,
6112,JAY,Z  Numb / Encore,5,0,61,0,437908,1278209,2.02936E+11,0.000629858,,,
6113,Busta Rhymes ,Look Over Your Shoulder,4,0,43,0,517285,1277119,2.02936E+11,0.000629321,,,
6114,YoungBoy Never Broke Again ,Thug Of Spades,4,0,36,0,490404,1276723,2.02936E+11,0.000629126,,,
6115,Ella Fitzgerald ,I've Got My Love To Keep Me Warm,3,0,114,0,488570,1274347,2.02936E+11,0.000627955,,,
6116,21 Savage ,letter 2 my momma,3,0,71,0,525784,1273823,2.02936E+11,0.000627697,,,
6117,Dolly Parton ,"Cuddle Up, Cozy Down Christmas",3,0,137,0,513388,1273584,2.02936E+11,0.000627579,,,
6118,Duran Duran ,Hungry Like the Wolf  2009 Remaster,5,0,85,0,279702,1272443,2.02936E+11,0.000627017,,,
6119,BTS ,Interlude : Shadow,4,0,82,0,404704,1272377,2.02936E+11,0.000626984,,,
6120,Oliver Tree ,Alien Boy,6,0,184,0,216648,1272305,2.02936E+11,0.000626949,,,
6121,Twenty One Pilots ,Good Day,4,0,50,0,511435,1272077,2.02936E+11,0.000626837,,,
6122,Polo G ,Zooted Freestyle,4,0,60,0,527459,1271702,2.02936E+11,0.000626652,,,
6123,Future ,Too Comfortable,4,0,58,0,498112,1271185,2.02936E+11,0.000626397,,,
6124,Roddy Ricch ,moved to miami,4,0,75,0,432132,1270654,2.02936E+11,0.000626135,,,
6125,Meek Mill ,Fuck That Check Up,6,0,118,0,252846,1270388,2.02936E+11,0.000626004,,,
6126,A Tribe Called Quest ,Kids...,7,0,82,0,218786,1269866,2.02936E+11,0.000625747,,,
6127,Cordae ,Kung Fu,6,0,147,0,226359,1269509,2.02936E+11,0.000625571,,,
6128,XXXTENTACION ,HEARTEATER,5,0,115,0,326995,1269315,2.02936E+11,0.000625476,,,
6129,Fujii Kaze ,死ぬのがいいわ,5,0,152,0,279926,1269251,2.02936E+11,0.000625444,,,
6130,Trippie Redd ,Supernatural,4,0,42,0,512231,1268528,2.02936E+11,0.000625088,,,
6131,Jung Kook ,Stay Alive (Prod. SUGA of BTS),4,0,44,0,453699,1268123,2.02936E+11,0.000624888,,,
6132,The Weeknd ,Nothing Compares  Bonus Track,4,0,38,0,475581,1267630,2.02936E+11,0.000624645,,,
6133,Future ,Touch The Sky,3,0,23,0,699509,1267529,2.02936E+11,0.000624596,,,
6134,TOOL ,Invincible,4,0,61,0,492040,1267209,2.02936E+11,0.000624438,,,
6135,Future ,Ain't Livin Right,4,0,66,0,534958,1266253,2.02936E+11,0.000623967,,,
6136,Janelle Monáe ,Make Me Feel,5,0,68,0,403368,1265968,2.02936E+11,0.000623826,,,
6137,Mac Miller ,Colors and Shapes,4,0,58,0,437158,1265455,2.02936E+11,0.000623574,,,
6138,Young Thug ,Climax,4,0,78,0,352017,1263406,2.02936E+11,0.000622564,,,
6139,Kevin Gates ,By My Lonely,5,0,110,0,332130,1259797,2.02936E+11,0.000620785,,,
6140,Summer Walker ,Switch A Nigga Out,4,0,37,0,511437,1259796,2.02936E+11,0.000620785,,,
6141,Maggie Rogers ,Love You For A Long Time,4,0,50,0,510485,1259566,2.02936E+11,0.000620672,,,
6142,Kid Rock ,All Summer Long,5,0,64,0,347978,1259418,2.02936E+11,0.000620599,,,
6143,Logic ,Street Dreams II,4,0,84,0,485972,1257982,2.02936E+11,0.000619891,,,
6144,George Ezra ,"White Christmas  Spotify Singles  Holiday, Recorded at Air Studios, London",4,0,155,0,359178,1257222,2.02936E+11,0.000619517,,,
6145,Tame Impala ,On Track,4,0,82,0,456241,1256759,2.02936E+11,0.000619288,,,
6146,Quavo ,GIVE IT TO EM,4,0,43,0,601986,1256411,2.02936E+11,0.000619117,,,
6147,Jon Bellion ,Woke The F*ck Up,15,0,134,0,99344,1256125,2.02936E+11,0.000618976,,,
6148,The Temptations ,My Girl,6,0,108,0,328910,1255923,2.02936E+11,0.000618876,,,
6149,David Kushner ,Miserable Man,5,0,112,0,281200,1254914,2.02936E+11,0.000618379,,,
6150,The Lumineers ,Angela,8,0,70,0,222923,1253464,2.02936E+11,0.000617665,,,
6151,Maren Morris ,GIRL,5,0,111,0,362731,1251780,2.02936E+11,0.000616835,,,
6152,Kygo ,Forever Yours  Avicii Tribute,4,0,62,0,448659,1250454,2.02936E+11,0.000616182,,,
6153,21 Savage ,Emergency,4,0,53,0,457391,1250352,2.02936E+11,0.000616131,,,
6154,Lizzo ,Grrrls,5,0,103,0,309185,1249964,2.02936E+11,0.00061594,,,
6155,Bryson Tiller ,Blowing Smoke,5,0,60,0,438680,1246088,2.02936E+11,0.00061403,,,
6156,Kendrick Lamar ,untitled 08 | 09.06.2014.,8,0,58,0,258862,1245632,2.02936E+11,0.000613805,,,
6157,YoungBoy Never Broke Again ,I Am Who They Say I Am,5,0,126,0,265243,1245489,2.02936E+11,0.000613735,,,
6158,Wiz Khalifa ,Something New,7,0,109,0,248814,1244282,2.02936E+11,0.00061314,,,
6159,21 Savage ,Nothin New,6,0,96,0,261980,1242849,2.02936E+11,0.000612434,,,
6160,Rex Orange County ,AMAZING,5,0,89,0,322747,1240063,2.02936E+11,0.000611061,,,
6161,Mac Miller ,Dunno,5,0,107,0,306940,1239568,2.02936E+11,0.000610817,,,
6162,Logic ,Out Of Sight,4,0,48,0,514278,1239028,2.02936E+11,0.000610551,,,
6163,The Lumineers ,WHERE WE ARE,4,0,32,0,523383,1238737,2.02936E+11,0.000610408,,,
6164,Dua Lipa ,Future Nostalgia,4,0,58,0,436817,1236613,2.02936E+11,0.000609361,,,
6165,Joyner Lucas ,Stranger Things,6,0,142,0,246276,1235449,2.02936E+11,0.000608788,,,
6166,Brett Eldredge ,A Holly Jolly Christmas,4,0,169,0,338128,1234563,2.02936E+11,0.000608351,,,
6167,XXXTENTACION ,#PROUDCATOWNERREMIX,4,0,89,0,361205,1233489,2.02936E+11,0.000607822,,,
6168,Isaiah Rashad ,Wat U Sed,5,0,87,0,334283,1233332,2.02936E+11,0.000607744,,,
6169,Justin Bieber ,Lifetime,5,0,86,0,354864,1232955,2.02936E+11,0.000607559,,,
6170,Miley Cyrus ,Gimme What I Want,5,0,124,0,284556,1232866,2.02936E+11,0.000607515,,,
6171,Shawn Mendes ,Particular Taste,5,0,99,0,371634,1232085,2.02936E+11,0.00060713,,,
6172,Lorde ,California,4,0,43,0,509257,1231515,2.02936E+11,0.000606849,,,
6173,Stevie Wonder ,"Signed, Sealed, Delivered (I'm Yours)",5,0,62,0,391340,1231057,2.02936E+11,0.000606623,,,
6174,Logic ,I Am The Greatest,9,0,89,0,186944,1230949,2.02936E+11,0.00060657,,,
6175,Beyoncé ,Pray You Catch Me,3,0,37,0,540326,1230644,2.02936E+11,0.00060642,,,
6176,Lauv ,Invisible Things,4,0,96,0,417078,1229298,2.02936E+11,0.000605757,,,
6177,One Direction ,Fool's Gold,16,0,58,0,120596,1228788,2.02936E+11,0.000605505,,,
6178,Run The Jewels ,ooh la la,4,0,60,0,370373,1227627,2.02936E+11,0.000604933,,,
6179,Miley Cyrus ,Night Crawling,5,0,123,0,286190,1227593,2.02936E+11,0.000604916,,,
6180,Migos ,Work Hard,4,0,67,0,493883,1225694,2.02936E+11,0.000603981,,,
6181,Shawn Mendes ,Why,5,0,101,0,368060,1224592,2.02936E+11,0.000603438,,,
6182,Playboi Carti ,New Tank,3,0,90,0,662764,1224318,2.02936E+11,0.000603303,,,
6183,Future ,Fresh Air,6,0,110,0,267340,1223989,2.02936E+11,0.00060314,,,
6184,Shawn Mendes ,Life Of The Party,20,0,50,0,109870,1223862,2.02936E+11,0.000603078,,,
6185,BTS ,Respect,4,0,81,0,408768,1223568,2.02936E+11,0.000602933,,,
6186,Kehlani ,Distraction,7,0,142,0,194641,1222259,2.02936E+11,0.000602288,,,
6187,Bon Iver ,666 ʇ,7,0,67,0,289697,1220086,2.02936E+11,0.000601217,,,
6188,PARTYNEXTDOOR ,Don't Know How,7,0,73,0,270261,1219323,2.02936E+11,0.000600841,,,
6189,Nicki Minaj ,Good Form,5,0,113,0,302712,1218758,2.02936E+11,0.000600563,,,
6190,6ix9ine ,DUMMY,3,0,45,0,550466,1218665,2.02936E+11,0.000600517,,,
6191,YoungBoy Never Broke Again ,Home Ain't Home,4,0,49,0,419080,1218376,2.02936E+11,0.000600375,,,
6192,David Bowie ,Heroes  1999 Remastered Version,5,0,17,0,435199,1218374,2.02936E+11,0.000600374,,,
6193,Robin Thicke ,Back Together,14,0,119,0,104131,1217362,2.02936E+11,0.000599875,,,
6194,Rae Sremmurd ,Chanel,5,0,101,0,327957,1216114,2.02936E+11,0.00059926,,,
6195,Lewis Capaldi ,when the party's over  Recorded at Spotify Studios NYC,5,0,92,0,330510,1215556,2.02936E+11,0.000598985,,,
6196,Cordae ,Today,5,0,85,0,330920,1215407,2.02936E+11,0.000598912,,,
6197,Trippie Redd ,Immortal,4,0,43,0,490362,1215393,2.02936E+11,0.000598905,,,
6198,Ty Dolla $ign ,Ex,6,0,119,0,256337,1213442,2.02936E+11,0.000597943,,,
6199,DJ Khaled ,On Everything,5,0,57,0,382644,1211814,2.02936E+11,0.000597141,,,
6200,BLACKPINK ,You Never Know,4,0,61,0,474904,1211237,2.02936E+11,0.000596857,,,
6201,Brent Faiyaz ,BAD LUCK,4,0,54,0,456256,1210902,2.02936E+11,0.000596692,,,
6202,Gucci Mane ,ICE,5,0,110,0,322348,1209807,2.02936E+11,0.000596152,,,
6203,Future ,One Of My,3,0,35,0,626211,1209300,2.02936E+11,0.000595902,,,
6204,Kodak Black ,Built My Legacy,6,0,110,0,231044,1209031,2.02936E+11,0.00059577,,,
6205,YoungBoy Never Broke Again ,Slime Mentality,5,0,125,0,299060,1208696,2.02936E+11,0.000595605,,,
6206,Tom Petty and the Heartbreakers ,Mary Jane's Last Dance,4,0,41,0,516388,1207899,2.02936E+11,0.000595212,,,
6207,Stray Kids ,MANIAC,5,0,106,0,295143,1207733,2.02936E+11,0.00059513,,,
6208,ZAYN ,dRuNk,7,0,64,0,254883,1207171,2.02936E+11,0.000594853,,,
6209,MUNA ,Winterbreak  Tiësto's Deep House Remix,8,0,89,0,224061,1206223,2.02936E+11,0.000594386,,,
6210,Sam Smith ,One Day At A Time,6,0,132,0,232483,1205770,2.02936E+11,0.000594163,,,
6211,The Beatles ,Here Comes The Sun  Remastered,9,0,80,0,195199,1203913,2.02936E+11,0.000593248,,,
6212,Playboi Carti ,Control,3,0,89,0,644328,1203348,2.02936E+11,0.000592969,,,
6213,Run The Jewels ,out of sight,4,0,65,0,359031,1202619,2.02936E+11,0.00059261,,,
6214,Meek Mill ,The Trillest,10,0,56,0,190394,1202293,2.02936E+11,0.000592449,,,
6215,Dreamville ,Sleep Deprived,4,0,59,0,417461,1200213,2.02936E+11,0.000591424,,,
6216,Martin Garrix ,No Sleep,5,0,157,0,299846,1199220,2.02936E+11,0.000590935,,,
6217,Lady Gaga ,Joanne,8,0,94,0,217010,1199209,2.02936E+11,0.00059093,,,
6218,Dj Ozuna ,,6,0,122,0,231840,1198268,2.02936E+11,0.000590466,,,
6219,Sean Kingston ,Eenie Meenie,5,0,102,0,275544,1198266,2.02936E+11,0.000590465,,,
6220,Tory Lanez ,Beauty In The Benz,4,0,48,0,462728,1198228,2.02936E+11,0.000590446,,,
6221,Melanie Martinez ,Lunchbox Friends,5,0,136,0,263121,1197932,2.02936E+11,0.0005903,,,
6222,Nicki Minaj ,I Lied,16,0,53,0,147070,1197706,2.02936E+11,0.000590189,,,
6223,Big Sean ,Intro,5,0,56,0,397662,1197602,2.02936E+11,0.000590138,,,
6224,Halsey ,I HATE EVERYBODY,4,0,108,0,417851,1196860,2.02936E+11,0.000589772,,,
6225,One Direction ,Girl Almighty,15,0,56,0,124647,1196694,2.02936E+11,0.00058969,,,
6226,Daniel Caesar ,SUPERPOSITION,4,0,54,0,458014,1196144,2.02936E+11,0.000589419,,,
6227,GASHI ,Disrespectful,6,0,126,0,227164,1195754,2.02936E+11,0.000589227,,,
6228,DJ Khaled ,SORRY NOT SORRY,4,0,50,0,402791,1195012,2.02936E+11,0.000588862,,,
6229,Selena Gomez ,Cut You Off,4,0,73,0,433118,1193948,2.02936E+11,0.000588337,,,
6230,Sam Hunt ,Hard To Forget,5,0,93,0,319905,1193624,2.02936E+11,0.000588178,,,
6231,Childish Gambino ,Boogieman,4,0,42,0,488133,1192575,2.02936E+11,0.000587661,,,
6232,Mustard ,On GOD,5,0,131,0,297514,1191871,2.02936E+11,0.000587314,,,
6233,Drake ,Draft Day,3,0,32,0,601550,1191416,2.02936E+11,0.00058709,,,
6234,Young Stoner Life ,Slatty,3,0,28,0,656776,1191172,2.02936E+11,0.000586969,,,
6235,21 Savage ,Dead People,6,0,107,0,236847,1191060,2.02936E+11,0.000586914,,,
6236,Logic ,Slave II,7,0,97,0,220653,1189814,2.02936E+11,0.0005863,,,
6237,Chris Brown ,High End,6,0,124,0,254962,1189526,2.02936E+11,0.000586158,,,
6238,Gunna ,Richard Millie Plain,4,0,80,0,435540,1189390,2.02936E+11,0.000586091,,,
6239,Swae Lee ,Hurt To Look,5,0,74,0,375954,1189132,2.02936E+11,0.000585964,,,
6240,Red Hot Chili Peppers ,Black Summer,4,0,45,0,421105,1188186,2.02936E+11,0.000585498,,,
6241,ScHoolboy Q ,Lies,4,0,63,0,442117,1187456,2.02936E+11,0.000585138,,,
6242,$uicideboy$ ,Avalon,5,0,103,0,290323,1186726,2.02936E+11,0.000584779,,,
6243,YG ,POWER,4,0,78,0,395615,1185604,2.02936E+11,0.000584226,,,
6244,Future ,200,5,0,76,0,373347,1184623,2.02936E+11,0.000583742,,,
6245,Trippie Redd ,UKA UKA,4,0,70,0,434645,1183555,2.02936E+11,0.000583216,,,
6246,Eminem ,Revival (Interlude),4,0,66,0,444546,1183384,2.02936E+11,0.000583132,,,
6247,Bon Iver ,715  CR∑∑KS,7,0,94,0,210360,1182900,2.02936E+11,0.000582893,,,
6248,YoungBoy Never Broke Again ,Drug Addiction,4,0,32,0,475590,1182690,2.02936E+11,0.00058279,,,
6249,Calvin Harris ,Obsessed,4,0,41,0,448279,1182004,2.02936E+11,0.000582452,,,
6250,Bad Bunny ,Otra Noche en Miami,5,0,163,0,338590,1181569,2.02936E+11,0.000582237,,,
6251,David Bowie ,Space Oddity  2009 Remastered Version,5,0,25,0,370851,1181418,2.02936E+11,0.000582163,,,
6252,Kris Wu ,Deserve,6,0,88,0,311593,1181075,2.02936E+11,0.000581994,,,
6253,Mumford & Sons ,Just Smoke,10,0,53,0,177752,1180520,2.02936E+11,0.00058172,,,
6254,DaBaby ,Turbo,4,0,59,0,374773,1180398,2.02936E+11,0.00058166,,,
6255,Future ,Drip on Me,5,0,88,0,340158,1179938,2.02936E+11,0.000581434,,,
6256,Logic ,Pardon My Ego,4,0,52,0,496687,1178345,2.02936E+11,0.000580649,,,
6257,Kristen Bell ,Some Things Never Change,5,0,154,0,252592,1178044,2.02936E+11,0.0005805,,,
6258,Koe Wetzel ,Creeps,4,0,86,0,355863,1178010,2.02936E+11,0.000580484,,,
6259,Dr. Dre ,"Nuthin' But A ""G"" Thang",4,0,55,0,374435,1177901,2.02936E+11,0.00058043,,,
6260,Tyga ,Feel Me,7,0,79,0,251106,1177200,2.02936E+11,0.000580084,,,
6261,Wale ,Poke It Out,4,0,34,0,498120,1176083,2.02936E+11,0.000579534,,,
6262,BLACKPINK ,DDUDU DDUDU,5,0,137,0,253811,1174528,2.02936E+11,0.000578768,,,
6263,Baby Keem ,issues,4,0,55,0,468122,1174368,2.02936E+11,0.000578689,,,
6264,Lil Yachty ,SELF MADE,4,0,54,0,516045,1174318,2.02936E+11,0.000578664,,,
6265,Offset ,Tats On My Face,4,0,76,0,451076,1173310,2.02936E+11,0.000578168,,,
6266,A$AP Rocky ,Wavybone,8,0,41,0,229991,1172972,2.02936E+11,0.000578001,,,
6267,5 Seconds of Summer ,What I Like About You  Studio Mix,19,0,114,0,82959,1172679,2.02936E+11,0.000577857,,,
6268,Summer Walker ,4th Baby Mama,4,0,55,0,426885,1171994,2.02936E+11,0.000577519,,,
6269,Justin Timberlake ,Midnight Summer Jam,4,0,58,0,457314,1171141,2.02936E+11,0.000577099,,,
6270,Nicki Minaj ,Itty Bitty Piggy,3,0,37,0,601804,1169651,2.02936E+11,0.000576365,,,
6271,Future ,Posted With Demons,3,0,38,0,601321,1169407,2.02936E+11,0.000576244,,,
6272,Juice WRLD ,Won’t Let Go,4,0,76,0,450326,1168699,2.02936E+11,0.000575895,,,
6273,Chance the Rapper ,Cocoa Butter Kisses,4,0,70,0,402382,1168635,2.02936E+11,0.000575864,,,
6274,Morgan Wallen ,Whatcha Think Of Country Now,4,0,76,0,388347,1168069,2.02936E+11,0.000575585,,,
6275,Kygo ,Freedom,4,0,66,0,397034,1167877,2.02936E+11,0.00057549,,,
6276,Lil Baby ,Social Distancing,4,0,63,0,436621,1167758,2.02936E+11,0.000575432,,,
6277,Don Toliver ,Way Bigger,4,0,39,0,455627,1166292,2.02936E+11,0.000574709,,,
6278,Machine Gun Kelly ,5150,4,0,48,0,429657,1166176,2.02936E+11,0.000574652,,,
6279,Juice WRLD ,Rider,4,0,81,0,428662,1165914,2.02936E+11,0.000574523,,,
6280,Lil Baby ,Still Hood,4,0,53,0,456028,1165741,2.02936E+11,0.000574438,,,
6281,Niall Horan ,Black And White,4,0,96,0,393804,1165264,2.02936E+11,0.000574203,,,
6282,Dreamville ,Rembrandt...Run It Back,4,0,62,0,399377,1164835,2.02936E+11,0.000573991,,,
6283,21 Savage ,Whole Lot,6,0,117,0,221132,1164568,2.02936E+11,0.00057386,,,
6284,Logic ,"The Adventures Of Stoney Bob (ft. Kajo, Slaydro, Big Lenbo)",4,0,95,0,437442,1163054,2.02936E+11,0.000573114,,,
6285,Run The Jewels ,yankee and the brave (ep. 4),4,0,62,0,367900,1162760,2.02936E+11,0.000572969,,,
6286,Liam Payne ,All I Want (For Christmas),3,0,123,0,444932,1162307,2.02936E+11,0.000572746,,,
6287,ScHoolboy Q ,Drunk,4,0,62,0,456264,1162018,2.02936E+11,0.000572603,,,
6288,B.o.B ,HeadBand,22,0,129,0,57609,1161635,2.02936E+11,0.000572415,,,
6289,Sabrina Carpenter ,A Nonsense Christmas,3,0,151,0,440806,1161585,2.02936E+11,0.00057239,,,
6290,Young Thug ,I'm Scared,4,0,65,0,412486,1160287,2.02936E+11,0.00057175,,,
6291,JID ,Raydar,4,0,64,0,413098,1159289,2.02936E+11,0.000571259,,,
6292,Mumford & Sons ,Monster,10,0,54,0,174599,1158666,2.02936E+11,0.000570952,,,
